AccidentType,Date,Time,Reason
interruption,2015/3/31,20:47:23,Passenger reason
interruption,2015/3/31,4:37:27,there is no reason
interruption,2015/3/25,14:44:46,Security reason
interruption,2015/3/21,7:27:24,Passenger reason
interruption,2015/3/19,7:18:18,Technique reason
interruption,2015/3/13,9:46:43,Security reason
interruption,2015/3/12,16:17:33,Technique reason
interruption,2015/2/23,16:54:24,Security reason
interruption,2015/2/21,15:49:31,Technique reason
interruption,2015/2/15,16:32:10,Security reason
interruption,2015/2/14,16:11:43,Security reason
interruption,2015/2/6,11:39:00,Security reason
interruption,2015/2/6,10:32:51,Security reason
interruption,2015/1/30,12:39:10,Security reason
interruption,2015/1/23,12:32:36,Passenger reason
interruption,2015/1/19,13:15:27,Security reason
interruption,2015/1/17,10:17:07,Security reason
interruption,2015/1/16,11:58:11,Security reason
interruption,2015/1/11,19:29:22,Security reason
interruption,2015/1/11,12:08:04,there is no reason
interruption,2015/1/10,20:13:53,Security reason
interruption,2015/1/10,12:09:49,Security reason
interruption,2015/1/9,19:09:21,Security reason
interruption,2015/1/8,19:49:29,Security reason
interruption,2015/1/8,12:47:45,Security reason
interruption,2015/1/7,6:49:16,Passenger reason
interruption,2014/12/28,11:26:37,Techique reason
interruption,2014/12/27,7:40:14,Technique reason
interruption,2014/12/26,6:02:03,Security reason
interruption,2014/12/25,16:03:20,Passenger reason
interruption,2014/12/24,19:18:03,Passenger reason
interruption,2014/12/19,20:01:30,Passenger reason
interruption,2014/11/28,11:02:38,Technique reason
interruption,2014/11/10,19:07:42,Techique reason
interruption,2014/11/7,12:21:18,Security reason
interruption,2014/10/28,12:13:28,Technique reason
interruption,2014/10/15,17:26:54,Security reason
interruption,2014/10/15,11:59:59,Security reason
interruption,2014/10/6,10:21:20,Passenger reason
interruption,2014/9/16,15:47:28,Security reason
interruption,2014/9/14,10:11:06,Passenger reason
interruption,2014/9/14,7:36:53,Passenger reason
interruption,2014/9/12,10:11:18,Passenger reason
interruption,2014/9/7,12:05:40,there is no reason
interruption,2014/8/31,12:05:30,there is no reason
interruption,2014/8/22,13:26:04,Passenger reason
interruption,2014/6/24,15:56:08,Passenger reason
interruption,2014/6/11,7:52:20,Social movement
interruption,2014/6/9,17:17:47,Technique reason
interruption,2014/5/23,19:17:22,Passenger reason
interruption,2014/5/22,13:20:48,there is no reason
interruption,2014/5/22,13:14:31,there is no reason
interruption,2014/5/22,13:08:56,there is no reason
interruption,2014/5/22,12:52:43,Passenger reason
interruption,2014/5/22,11:30:51,Passenger reason
interruption,2014/5/2,10:27:56,Technique reason
interruption,2014/4/29,20:47:54,there is no reason
interruption,2014/4/25,17:22:34,Security reason
interruption,2014/4/14,8:08:31,Security reason
interruption,2014/4/6,16:08:34,Passenger reason
interruption,2014/4/6,15:50:33,Passenger reason
interruption,2014/4/3,9:26:24,Passenger reason
interruption,2014/4/1,15:45:03,Security reason
interruption,2014/3/30,8:38:21,Passenger reason
interruption,2014/3/26,14:37:42,Security reason
interruption,2014/3/26,8:53:03,Security reason
interruption,2014/3/23,18:04:35,Passenger reason
interruption,2014/3/17,10:53:46,Passenger reason
interruption,2014/3/4,9:07:02,Passenger reason
interruption,2014/2/9,12:03:37,Track construction
interruption,2014/2/1,17:58:52,Security reason
interruption,2014/1/31,10:53:47,Passenger reason
interruption,2014/1/29,9:56:47,Security reason
interruption,2014/1/27,11:33:24,Track construction
interruption,2014/1/26,12:03:57,Track construction
interruption,2014/1/15,17:56:18,Technique reason
interruption,2014/1/15,16:41:10,Technique reason
interruption,2014/1/15,9:08:12,Technique reason
interruption,2014/1/13,11:28:53,Technique reason
interruption,2014/1/12,12:03:21,Track construction
interruption,2014/1/9,8:00:02,Technique reason
interruption,2014/1/8,15:49:19,Security reason
interruption,2014/1/6,17:28:59,Security reason
interruption,2014/1/4,17:12:07,Passenger reason
interruption,2013/12/24,5:42:50,Technique reason
interruption,2013/12/17,17:53:01,Passenger reason
interruption,2013/12/2,15:44:59,Technique reason
interruption,2013/12/2,10:34:01,Technique reason
interruption,2013/12/2,9:36:53,Passenger reason
interruption,2013/11/23,13:30:33,Technique reason
interruption,2013/11/23,11:00:15,Technique reason
interruption,2013/11/21,17:58:27,Security reason
interruption,2013/11/19,18:20:55,Security reason
interruption,2013/11/11,17:21:23,Passenger reason
interruption,2013/11/3,12:03:05,Track construction
interruption,2013/11/2,19:18:25,Passenger reason
interruption,2013/11/2,10:21:19,Security reason
interruption,2013/10/31,6:25:25,Passenger reason
interruption,2013/10/29,18:36:35,Techique reason
interruption,2013/10/29,17:11:28,Techique reason
interruption,2013/10/28,11:38:30,Technique reason
interruption,2013/10/28,11:01:25,Technique reason
interruption,2013/10/28,9:34:24,Techique reason
interruption,2013/10/20,14:15:15,Technique reason
interruption,2013/10/15,17:24:26,Passenger reason
interruption,2013/10/15,15:13:30,Passenger reason
interruption,2013/10/6,12:03:17,Track construction
interruption,2013/10/5,20:23:00,Security reason
interruption,2013/9/23,19:11:18,Security reason
interruption,2013/9/22,16:20:43,Security reason
interruption,2013/9/12,14:40:05,Security reason
interruption,2013/9/7,20:17:51,Security reason
interruption,2013/9/4,17:43:38,Security reason
interruption,2013/8/26,19:51:59,Security reason
interruption,2013/8/25,20:28:40,Security reason
interruption,2013/8/24,16:13:48,Security reason
interruption,2013/8/22,12:03:01,Track construction
interruption,2013/8/18,12:03:06,Track construction
interruption,2013/8/17,16:21:34,Track construction
interruption,2013/8/16,12:04:44,Track construction
interruption,2013/8/14,12:03:15,Track construction
interruption,2013/8/13,3:03:06,there is no reason
interruption,2013/8/13,12:02:58,Track construction
interruption,2013/8/8,19:57:27,Security reason
interruption,2013/8/7,5:37:31,Technique reason
interruption,2013/8/4,16:06:30,Passenger reason
interruption,2013/7/17,8:05:51,Security reason
interruption,2013/7/16,18:53:51,Technique reason
interruption,2013/7/14,12:03:14,Track construction
interruption,2013/7/11,19:45:25,Passenger reason
interruption,2013/7/6,13:35:10,Passenger reason
interruption,2013/7/5,5:33:42,Technique reason
interruption,2013/6/21,12:02:56,Track construction
interruption,2013/6/21,9:26:26,Technique reason
interruption,2013/6/19,19:45:23,Security reason
interruption,2013/6/15,16:34:30,Security reason
interruption,2013/6/15,12:38:40,Track construction
interruption,2013/6/9,12:05:30,Track construction
interruption,2013/6/7,13:21:58,Security reason
interruption,2013/6/6,14:41:53,Security reason
interruption,2013/6/4,17:12:32,Passenger reason
interruption,2013/6/2,12:22:19,Security reason
interruption,2013/5/22,17:43:51,Passenger reason
interruption,2013/5/21,14:16:58,Technique reason
interruption,2013/5/16,19:48:02,Technique reason
interruption,2013/4/28,12:02:29,Track construction
interruption,2013/4/26,13:54:33,Security reason
interruption,2013/4/21,12:02:42,Track construction
interruption,2013/4/19,11:47:01,Passenger reason
interruption,2013/4/18,12:12:55,Passenger reason
interruption,2013/4/16,13:20:47,Passenger reason
interruption,2013/4/14,12:02:09,Track construction
interruption,2013/4/13,3:10:57,Track construction
interruption,2013/4/3,10:19:08,Passenger reason
interruption,2013/3/25,16:57:47,Track construction
interruption,2013/3/18,10:58:20,Security reason
interruption,2013/3/13,12:05:01,Technique reason
interruption,2013/3/13,5:32:56,Weather reason
interruption,2013/3/12,9:16:29,Technique reason
interruption,2013/3/12,7:40:01,Weather reason
interruption,2013/3/5,14:31:10,Passenger reason
interruption,2013/2/15,12:50:50,Track construction
interruption,2013/2/15,12:36:37,Track construction
interruption,2013/2/15,12:15:24,Track construction
interruption,2013/2/15,11:53:24,Track construction
interruption,2013/2/12,10:06:06,Track construction
interruption,2013/2/12,10:06:00,Track construction
interruption,2013/2/11,8:15:37,Passenger reason
interruption,2013/2/4,11:08:27,Technique reason
interruption,2013/1/28,8:30:43,Technique reason
interruption,2013/1/20,12:10:13,Weather reason
interruption,2013/1/14,14:57:27,Security reason
interruption,2013/1/8,11:32:19,Passenger reason
interruption,2012/12/16,16:18:12,Security reason
interruption,2012/12/12,9:13:16,Security reason
interruption,2012/11/27,10:06:43,Passenger reason
interruption,2012/11/7,18:29:16,Technique reason
interruption,2012/11/6,17:16:42,Passenger reason
interruption,2012/11/6,17:01:23,Passenger reason
